ts,equity,drawdown,drawdown_pct
2021-02-01T05:59:59.999000+00:00,999.919992,0.0,0.0
2021-02-02T03:59:59.999000+00:00,998.58551302486,1.334478975139973,0.0013345857526768732
2021-02-02T07:59:59.999000+00:00,998.50550502486,1.4144869751399938,0.0014146001544691525
2021-02-22T15:59:59.999000+00:00,1109.4873893970946,0.0,0.0
2021-03-18T01:59:59.999000+00:00,1121.5990489912308,0.0,0.0
2021-03-21T08:59:59.999000+00:00,1115.1080570909191,6.490991900311656,0.005787265873798369
2021-04-30T03:59:59.999000+00:00,1115.0280490909192,6.570999900311563,0.005858599743127045
2021-05-04T05:59:59.999000+00:00,1123.5136112821926,0.0,0.0
2021-06-05T02:59:59.999000+00:00,1120.6168103558703,2.896800926322385,0.002578340749264671
2021-06-05T11:59:59.999000+00:00,1111.0940072130188,12.419604069173829,0.011054253321417394
2021-06-13T16:59:59.999000+00:00,1111.013999213019,12.499612069173736,0.011125465631794835
2021-06-17T18:59:59.999000+00:00,1114.7834284566359,8.730182825556767,0.007770429069918948
2021-06-27T08:59:59.999000+00:00,1114.218140749727,9.295470532465743,0.008273571801108336
2021-06-27T17:59:59.999000+00:00,1114.1145008690828,9.399110413109838,0.008365818018335575
2021-06-27T22:59:59.999000+00:00,1114.035188297185,9.478422985007683,0.00843641135258751
2021-07-01T09:59:59.999000+00:00,1107.3418571572424,16.171754124950212,0.014393910285158403
2021-07-07T06:59:59.999000+00:00,1107.2618491572425,16.25176212495012,0.014465122595535843
2021-07-07T23:59:59.999000+00:00,1102.1748874547013,21.33872382749132,0.01899284851844281
2021-08-13T10:59:59.999000+00:00,1102.0948794547014,21.41873182749123,0.01906406082882025
2021-08-15T14:59:59.999000+00:00,1100.116323572423,23.39728770976967,0.020825103919362292
2021-08-15T20:59:59.999000+00:00,1100.036315572423,23.477295709769578,0.020896316229739732
2021-08-16T22:59:59.999000+00:00,1097.5386182821253,25.974993000067343,0.02311942885179983
2021-09-26T17:59:59.999000+00:00,1097.4586102821254,26.05500100006725,0.02319064116217727
